Date,nps,Comment,comment
1/23/2023 5:35,10,ES MUY AMIGABLE LA PAGINA,Great
1/23/2023 5:55,10,Excelente,practical
1/23/2023 7:06,9,practico,very easy and fast
1/23/2023 7:09,10,muy facil y rapido,Fast.
1/23/2023 8:29,10,Rápido.,it's for the first time
1/24/2023 0:01,9,es por primera vez,it's easy to do it online
1/24/2023 0:02,10,es sencillo hacerlo en linea,For your very practical service.
1/24/2023 0:10,9,Por su servicio tan practico.,Very friendly
1/24/2023 0:12,10,Mu amigable,THE PAGE IS UNDERSTOOD
1/24/2023 0:16,10,ES ENTENDIBLE LA PAGINA,fast and easy
1/24/2023 0:17,10,facil y rapido,very simple
1/24/2023 0:23,10,muy cnsillo,BECAUSE THEY MAKE IT EASY TO ADDRESS
1/24/2023 0:29,10,PORQUE FACILITAN ABORDAR,paracticity
1/24/2023 0:50,10,Paracticidad,ADEQUATE INFORMATION
1/24/2023 0:57,9,INFORMACION ADECUADA,service
1/24/2023 12:23,10,servcio,CLEAR INSTRUCTIONS
1/24/2023 12:44,10,INSTRUCCIONES CLARAS,easy and understandable to use.
1/24/2023 13:18,9,fácil y entendible al usar.,for the ease of looking for a flight and the friendliness
1/24/2023 13:24,10,por la facilidad de buscar un vuelo y la amabilidad,
1/24/2023 13:47,9,:-),easy access
1/24/2023 13:58,10,facil acceso,"PRACTICAL, FAST."
1/24/2023 14:10,10,"PRACTICO, RAPIDO.",For quick response
1/24/2023 14:12,10,Por obtener rápida respuesta,THAT'S FINE THANKS
1/24/2023 14:21,10,ESTA BIEN GRACIAS,Fast and easy
1/24/2023 14:23,9,Rapido y sencillo,FAST AND EASY
1/24/2023 14:24,10,FACIL Y RAPIDO,excellent service
1/24/2023 14:29,10,excellente servicio,Excellent service and very good prices
1/24/2023 14:33,10,Excelente servicio y muy buenos precios,Fast and easy
1/24/2023 14:36,10,Rápido y sencillo,because it is a fast process
1/24/2023 15:14,9,Porque es un proceso rapido,good
1/24/2023 15:31,10,buenos,easy and comfortable
1/24/2023 15:41,10,facil y comodo,fast and efficient
1/24/2023 15:47,10,rapido y eficiente,EASY
1/24/2023 15:52,10,FACIL,Service
1/24/2023 16:02,10,Servicio,for efficiency and easy operation of the platform
1/24/2023 16:05,10,por eficiencia y facil actuar de la plataforma,for the speed
1/24/2023 16:13,10,por la prontitud,They are fast and efficient.
1/24/2023 16:15,10,Son Rápidos y eficientes.,THE PAGE IS FRIENDLY
1/24/2023 16:17,10,ES AMIGABLE LA PAGINA,"THANK GOD LET US CHOOSE WITHOUT A SEAT., GOOD SAVINGS, I WILL CONTINUE BUYING FROM YOU"
1/24/2023 16:27,9,"GRACIAS A DIOS DEJA ESCOGER SIN ASIENTO., BUEN AHORRO, LES SEGUIRÉ COMPRANDO A AUSTEDES",FAST AND EASY
1/24/2023 16:31,10,FACIL Y RAPIDO,Ease of processing
1/24/2023 16:31,10,Facilidad de trámite,It is nice
1/24/2023 16:32,10,Es agradable,I have been incredible with viva
1/24/2023 16:33,10,Me ha ido increible con viva,PRECIO
1/24/2023 16:35,9,PRECIO,it is easy to do
1/24/2023 16:36,10,es facil de realizar,very fast
1/24/2023 16:42,10,muy rápido,speed
1/24/2023 16:47,10,rapidez,It is very agile
1/24/2023 16:50,10,Es muy agil,Easy to use
1/24/2023 16:53,10,Fácil de usar,friendly and easy
1/24/2023 16:54,10,amigable y facil,fast
1/24/2023 16:57,9,rápido,efficiency
1/24/2023 17:00,9,eficiencia,PRECIO
1/24/2023 17:02,9,PRECIO,Check-in was very easy to do
1/24/2023 17:12,10,El check-in ha sido muy sencillo de realizar,very easy and fast
1/24/2023 17:13,10,muy fácil y rápido,VERY GOOD
1/24/2023 17:25,10,MUY BUENO,Very convenient.
1/24/2023 17:34,10,Muy Conveniente.,IT WAS VERY QUICK AND EASY
1/24/2023 17:38,10,FUE MUY RAPIDO Y FACIL,VERY GOOD SERVICE
1/24/2023 17:38,10,MUY BUEN SERVICIO,IT'S FAST AND COMFORTABLE
1/24/2023 17:46,10,ES RAPIDA Y COMODA,all very simple and easy
1/24/2023 17:52,10,"todo muy sencillo y facil,",accessible prices
1/24/2023 17:57,9,Precios accesibles,very efficient
1/24/2023 18:02,10,muy eficiente,IT IS EASY TO DO
1/24/2023 18:03,10,ES FACIL DE REALIZAR,Very practical page to use
1/24/2023 18:05,10,Muy práctica la página de usar,The system is very friendly
1/24/2023 18:09,9,Muy amigable el sistema,ok
1/24/2023 18:10,9,ok,Quick navigation and no confusion
1/24/2023 18:12,10,Rapida navegacion y sin confusiones,Fast and easy
1/24/2023 18:15,9,Facil y rapido,Too much faster
1/24/2023 18:18,10,Mucho mas rapido,The page is better than the attention of your staff at SUE-s.
1/24/2023 18:22,9,Es mejor la página que la atención de su personal en SUE-s.,good service
1/24/2023 18:27,10,buen servicio,Faster
1/24/2023 18:35,9,Muy agil,It's fast
1/24/2023 18:43,10,Es ràpido,FOR EASE IN THE SELECTION OF OPTIONS
1/24/2023 18:49,9,POR FACILIDAD EN LA SELECCION DE LAS OPCIONES,Cash.
1/24/2023 18:53,9,Efectivo.,QUICK
1/24/2023 18:53,10,RAPIDO,IT'S GOOD AND CHEAP
1/24/2023 18:58,9,ES BUENO Y BARATO,FASTER AND EASIER THAN DOING THE LINE AT THE AIRPORT
1/24/2023 19:03,10,MAS RAPIDO Y SENCILLO QUE HACER LA FILA EN AEROPUERTO,FEASIBLE
1/24/2023 19:14,10,FACTIBLE,I like
1/24/2023 19:22,9,me gusta,EFFICIENT LINE
1/24/2023 19:23,10,LINEA EFICIENTE,QUICK
1/24/2023 19:26,10,RAPIDO,because cash
1/24/2023 19:27,10,porque efectivo,It's easy and fast
1/24/2023 19:32,9,Es fácil y rapido,
1/24/2023 19:46,10,.,ease
1/24/2023 19:48,9,facilidad,It is very easy and fast to buy flights
1/24/2023 19:50,10,Es muy facil y rapido comprar vuelos,quick
1/24/2023 19:57,9,rapido,agile service
1/24/2023 1:00,9,Servicio agil,IT IS EASIER
1/24/2023 1:17,9,ES MAS FACIL,IT'S FAST AND UNDERSTANDABLE
1/24/2023 1:22,10,ES RAPIDO Y ENTENDIBLE,Good service
1/24/2023 1:54,10,rapido y sencillo,Fast and easy
1/24/2023 1:54,10,Buen servicio,VERY FAST AND SIMPLE
1/24/2023 20:14,10,SENCILLO,SIMPLE
1/24/2023 20:14,10,MUY RAPIDO Y SENCILLO,OK
1/24/2023 20:33,9,OK,Practical
1/24/2023 20:49,10,Práctico,speed and efficiency
1/24/2023 20:54,10,rapidez y eficacia,IT'S EASY AND SIMPLE
1/24/2023 21:07,10,ES FACIL Y SENCILLO,IT'S SIMPLE
1/24/2023 21:18,9,ES SENCILLO,because they notify you in time and it is easy to do it
1/24/2023 21:20,10,porque te avisan con tiempo y es sencillo hacerlo,so far everything is going well
1/24/2023 21:22,10,hasta ahorita todo va bien,IT'S GOOD AIRLINE
1/24/2023 21:28,9,ES BUENA AEROLINA,good service
1/24/2023 21:45,10,buen servicio,It would be great if for the course of Cuba they would allow us to check in once and for all.
1/24/2023 21:49,10,Estaría Genial que para el rumbo de cuba nos permitieran hacer de una vez el checkin de vuelta.,IT IS PRACTICAL
1/24/2023 21:53,10,ES PRÁCTICO,agility
1/24/2023 21:59,10,agilidad,It was easy for me to understand
1/24/2023 22:05,10,Se me hiso facil de entender,IT IS VERY PRACTICAL AND EASY TO PERFORM
1/24/2023 22:14,9,ES MUY PRACTICO Y FACIL DE REALIZAR,Excellent quality
1/24/2023 22:14,10,Excelente calidad,IT IS FASTER AND PRACTICAL
1/24/2023 22:16,10,rápidez,speed
1/24/2023 22:16,10,ES MAS RAPIDO Y PRACTICO,practicality
1/24/2023 22:22,10,Practicidad,GOOD SERVICE
1/24/2023 22:24,10,BUEN SERVICIO,VERY FAST
1/24/2023 22:26,10,MUY RÁPIDA,price/service
1/24/2023 22:28,9,precio/servicio,very fast and efficient
1/24/2023 22:29,10,muy rapida y eficiente,OK
1/24/2023 22:32,9,OK,just because
1/24/2023 22:36,9,por que si,hkljlkjlkj
1/24/2023 22:39,10,hkljlkjlkj,for your services
1/24/2023 22:40,10,todo excelente,all excellent
1/24/2023 22:40,10,por sus servicios,Very
1/24/2023 22:43,10,rapidez,speed
1/24/2023 22:43,10,Muy,for the service offered
1/24/2023 22:44,9,por el servicio ofrecido,IT IS VERY FUNCTIONAL
1/24/2023 22:47,10,muy facil,very easy
1/24/2023 22:47,9,ES MUY FUNCIONAL,IT WAS FAST
1/24/2023 22:50,9,FUE RAPIDO,very easy to use and access
1/24/2023 23:01,10,muy facil de manejar y de accesar,for having multiple schedules
1/24/2023 23:06,10,por tener varios horarios,customer service y precio
1/24/2023 23:07,10,customer service y precio,speed and efficiency.
1/24/2023 23:14,10,rapidez y eficiencia.,VERY EASY SERVICE
1/24/2023 23:20,9,MUY FACIL SERVICIO,IT IS AN AGILE PROCESS AND WITHOUT NEEDING A TRANSFER TO MAKE THE PURCHASE OF THE TICKET
1/24/2023 23:21,9,ES UN PROCESO ÁGIL Y SIN NECESIDAD DE TRASLADO A REALIZAR LA COMPRA DEL BOLETO,SPEED
1/24/2023 23:22,9,RAPIDEZ,
1/24/2023 23:26,10,#,AND
1/24/2023 23:47,10,SI,QUICK
1/24/2023 23:55,10,RAPIDO,VERY FAST AND EASY
1/24/2023 2:04,9,MUY RAPIDO Y FACIL,VERY EASY
1/24/2023 2:05,9,MUY FÁCIL,RAPID POR
1/24/2023 2:12,10,POR SU RAPIDES,excellent planes and staff. excellent customer service.
1/24/2023 2:29,10,excelentes aviones y personal. excelente atención al cliente.,SPEED
1/24/2023 2:37,10,RAPIDEZ,It's cool
1/24/2023 2:40,10,Esta cool,For the convenience of services
1/24/2023 2:45,10,Por la comodidad de los servicios,Fast and effective
1/24/2023 2:51,10,rapido y eficaz,and
1/24/2023 2:58,10,ME HA RESULTADO FACIL EL INGRESO,IT HAS BEEN EASY FOR ME TO GET IN
1/24/2023 2:58,9,si,IT'S FAST!
1/24/2023 3:06,10,ES RAPIDO!,for the speed
1/24/2023 3:15,10,Por la rapidez,FOR THE EASY
1/24/2023 3:19,9,POR LO FACIL,just because
1/24/2023 3:36,10,porque si,"very fast, just like mcdonalds"
1/24/2023 3:51,9,fue rapido,It was fast
1/24/2023 3:51,10,"muy rapido, igual que mcdonalds",because it is practical and fast
1/24/2023 4:21,9,porque es práctico y rápido,punctual
1/24/2023 4:36,10,puntual,fast and easy
1/24/2023 4:43,10,fácil y rápido,Very easy
1/24/2023 4:44,10,Muy fácil,IT IS EFFECTIVE AND EASY
1/24/2023 4:49,10,ES EFECTIVA Y FÁCIL,It's fast and friendly
1/24/2023 4:55,10,Es rápido y amigable,fast and easy
1/24/2023 4:58,10,facil y rapido,THEY ARE THE BEST
1/24/2023 5:17,10,SON LOS MEJORES,EXCELLENT SERVICE
1/24/2023 5:18,10,EXCELENTE SERVICIO,good service
1/24/2023 5:30,9,buen servicio,ALL GOOD
1/24/2023 6:23,9,TODO BIEN,Efficiency
1/24/2023 7:12,10,Eficiencia,Efficiency
1/24/2023 7:25,10,Eficiencia,they are very fast
1/25/2023 0:07,9,son muy rapido,Easy access and guides you step by step
1/25/2023 0:08,9,Facil su acceso y te guía paso a paso,speed
1/25/2023 0:14,10,rapidez,ALL OK
1/25/2023 0:19,10,TODO OK,accessibility
1/25/2023 0:19,10,accesibilidad,I like your pleasant treatment
1/25/2023 0:28,10,me gusta su trato agradable,convenient
1/25/2023 0:30,10,cómodo,IT'S SIMPLE
1/25/2023 0:32,9,ES SENCILLO,gracias!
1/25/2023 0:38,9,gracias!,SEGURA
1/25/2023 0:55,10,SEGURA,quick
1/25/2023 0:58,10,rapido,good service
1/25/2023 11:10,10,buen servicio,it is very understandable
1/25/2023 12:45,10,Es muy entendible,Very good
1/25/2023 13:15,9,Muy bueno,it is very effective
1/25/2023 13:39,10,es muy eficaz,VERY EASY
1/25/2023 13:44,10,MUY FACIL,Easy and very understandable.
1/25/2023 13:53,10,Fácil y muy entendible.,SIMPLE
1/25/2023 14:14,10,SENCILLO,It is very quick and easy
1/25/2023 14:15,10,es muy rapido y sencillo,IT'S GOOD
1/25/2023 14:18,10,ES BUENA,easy to use
1/25/2023 14:42,10,fácil de usar,I love them
1/25/2023 15:02,10,Los amo,simplicity
1/25/2023 15:05,9,La sencillez,EXCELLENT SERVICE
1/25/2023 15:15,10,EXCELENTE SERVICIO,friendly page
1/25/2023 15:32,10,Pagina amigable,very intuitive
1/25/2023 15:38,9,Muy intuitiva,Very easy to check in.
1/25/2023 15:40,10,Muy sencillo de hacer el Check in.,it is fast and simple
1/25/2023 15:56,9,es rapido y sencillo,all good
1/25/2023 16:03,10,todo bien,ease of processing
1/25/2023 16:17,10,ACCESIBLE,ACCESSIBLE
1/25/2023 16:17,10,facilidad de tramite,for the understandable
1/25/2023 16:21,10,Por lo entendible,CLEAR PROCEDURE
1/25/2023 16:24,10,PROCEDIMIENTO CLARO,fast and accessible
1/25/2023 16:26,9,rapido y accesible,it's easy and fast
1/25/2023 16:33,10,es fácil y rápido,Easy to use
1/25/2023 16:34,10,facil de usar,BECAUSE THEY ARE VERY CLEAR WHEN I DON'T WANT TO CHOOSE A SEAT!
1/25/2023 16:36,10,mmm,mmm
1/25/2023 16:36,10,POR QUE TIENEN MUY CLARO CUANDO NO QUIERO ESCOGER ASIENTO!,It was easy
1/25/2023 16:37,10,Fue fácil,"It is very easy and super fast, everything is very friendly and understandable"
1/25/2023 16:51,10,"Es muy fácil y súper rápido, todo es muy amigable y entendible",BUENO
1/25/2023 16:53,10,BUENO,Gracias
1/25/2023 16:53,10,Gracias,very easy
1/25/2023 16:57,10,muy facil,The service is practical and efficient.
1/25/2023 16:58,10,COSTO Y SERVICIO,COST AND SERVICE
1/25/2023 16:58,9,El servicio es practico y eficiente,THEY GO FROM ONE PRICE TO ANOTHER IT IS NOT CORRECT
1/25/2023 17:02,9,SE VAN DE UN PRECIO A OTRO NO ES CORRECTO,Easy!
1/25/2023 17:10,10,porque me permito organizarme y ahorrar tiempo,because I allow myself to organize and save time
1/25/2023 17:10,10,Easy!,FOR BEING EFFICIENT
1/25/2023 17:15,10,POR SER EFICIENTE,very practical to book
1/25/2023 17:17,10,muy practico reservar,gracias
1/25/2023 17:29,10,gracias,because your page is good
1/25/2023 17:31,10,porque su pagina es buena,It is easy
1/25/2023 17:31,10,es facil,it is cheap and simple
1/25/2023 17:32,9,es económico y sencillo,IT AGIL
1/25/2023 17:43,9,ES AGIL,and
1/25/2023 17:46,10,si,GOOD
1/25/2023 17:49,10,bien,Fluid and very easy to understand :)
1/25/2023 17:51,10,Fluidez y muy facil de entender :),everything was very easy
1/25/2023 17:52,10,Todo fue muy facil,Easy to access all information
1/25/2023 17:58,10,Facil de acceder a toda la informacion,FRIENDLY
1/25/2023 18:17,10,AMIGABLE,it is very practical to do it.
1/25/2023 18:21,10,es muy practico realizarlo.,BUNEOS
1/25/2023 18:21,10,BUNEOS,Because it is easy to use and they improved its Look and Feel.
1/25/2023 18:27,10,Por que es facil de usar y mejoraron su Look and Feel.,fast and easy
1/25/2023 18:33,10,facil y rapido,GOOD SERVICE
1/25/2023 18:35,10,BUEN SERVICIO,FOR YOUR EXCELLENT SERVICE
1/25/2023 18:42,10,POR SU EXCELENTE SERVICIO,For the ease of buying
1/25/2023 18:46,10,Por la facilidad para comprar,"Everything was clear, easy and expedited"
1/25/2023 18:48,10,"Todo estuvo claro, fácil y expedito",because they arrive on time in their flights
1/25/2023 18:53,10,porque llegan a tiempo en sus vuelos,GREAT SERVICE
1/25/2023 18:55,10,BUEM SERVICIO,ok
1/25/2023 18:57,10,ok,
1/25/2023 19:05,9,.,for the prices
1/25/2023 19:09,10,por los precios,agile
1/25/2023 19:10,10,agil,VERY GOOD PAGE
1/25/2023 19:11,10,MUY BUENA PAGINA,ease
1/25/2023 19:30,9,facilidad,Speed
1/25/2023 19:32,10,Rapidez,good service and very functional website
1/25/2023 19:33,10,buen servicio y pagina web muy funcional,
1/25/2023 19:34,10,.,SPEED
1/25/2023 19:38,10,RAPIDEZ,thanks for the support
1/25/2023 19:43,10,gracias por el apoyo,The prices are accessible and they have promotions
1/25/2023 19:47,10,LOs precios son accesibles y tienen promociones,excellent service
1/25/2023 19:50,10,excelente servicio,Very fast
1/25/2023 19:51,10,Muy rapido,very fast
1/25/2023 19:52,10,muy rapido,VERY EASY
1/25/2023 1:11,10,MUY FÁCIL,All good.
1/25/2023 1:15,10,Todo bien.,I tried to do it from the flight confirmation but it doesn't link it
1/25/2023 1:29,9,trate de hacerlo desde la confirmación del vuelo pero no lo liga,the ease of making reservations
1/25/2023 1:32,10,la facilidad de hacer reservaciones,EASY
1/25/2023 1:35,9,FACIL,All very well
1/25/2023 1:52,10,todo muy bien,GOOD INSTRUCTIONS
1/25/2023 1:53,10,BUENAS INSTRUCCIONES,EXCELLENT SERVICE
1/25/2023 20:02,10,EXCELENTE SERVICIO,Very good prices and excellent service
1/25/2023 20:08,10,Eficiente,Efficient
1/25/2023 20:08,10,Muy buenos precios y excelente servicio,Quick
1/25/2023 20:21,10,Rapido,It is very simple
1/25/2023 20:22,10,Es muy sencillo,very friendly
1/25/2023 20:26,10,muy amigable,ACCESSIBLE COSTS AND WITH A VARIETY OF SCHEDULES
1/25/2023 20:30,9,COSTOS ACCESIBLES Y CON VARIEDAD DE HORARIOS,ALL GOOD
1/25/2023 20:34,10,TODO BIEN,excellent service
1/25/2023 20:36,10,Servicio Excelente,FAST ATTENTION
1/25/2023 20:44,10,RAPIDA ATENCION,easy to do
1/25/2023 20:44,10,facil para aser,no comment
1/25/2023 21:01,9,sin comentarios,"Very easy to do, graphic, with large buttons, and very agile"
1/25/2023 21:04,10,"Muy fácil de hacerlo, gráfico, con botones grandes, y muy ágil",ok
1/25/2023 21:08,10,ok,
1/25/2023 21:10,10,{,Ok
1/25/2023 21:13,10,Ok,I LOVED IT
1/25/2023 21:21,10,ME GUSTO MUCHO,avoid wasting time
1/25/2023 21:23,10,evita el perder tiempo,Good service
1/25/2023 21:25,10,Buen Servicio,excelkente
1/25/2023 21:35,9,excelkente,VERY GOOD
1/25/2023 21:35,10,MUY BUENO,GREAT
1/25/2023 21:40,9,EXCELENTE,PRECIO
1/25/2023 21:54,10,PRECIO,Effective
1/25/2023 22:08,10,Eficaz,very fast
1/25/2023 22:14,9,rapidisimo,good service
1/25/2023 22:17,9,buen servicio,the way to explain step by step was quite noble
1/25/2023 22:31,10,fue vastante noble la manera de explicar paso por paso,CLEAR DETAILS
1/25/2023 22:44,9,DETALLES CLAROS,economic service
1/25/2023 23:01,10,servicio economico,the process was clear
1/25/2023 23:03,10,fue claro el proceso,Fast and easy
1/25/2023 23:04,10,Fácil y rápido,Very comfortable
1/25/2023 23:07,10,Muy cómodo,good airline
1/25/2023 23:11,10,ACCESIBLE,ACCESSIBLE
1/25/2023 23:11,10,buena aereolinea,excellent service
1/25/2023 23:18,10,Exxcelente Servicio,FOR THE EASE OF USING THE PAGE
1/25/2023 23:22,9,POR LA FACILIDAD DE UTILIZAR LA PÁGINA,it is very practical
1/25/2023 23:32,10,es muy practico,GOOD
1/25/2023 23:39,10,BIEN,"The process is easy, fast and practical"
1/25/2023 23:40,10,"El proceso es fácil, rápido y práctico",GOOD IN SERVICE
1/25/2023 23:44,10,BUENOS EN SERVICIO,good and cheap
1/25/2023 23:45,10,bueno y barato,It's very easy and fast
1/25/2023 23:46,10,Es muy sencillo y rápido,EASY
1/25/2023 23:47,10,FACIL,AGILE
1/25/2023 2:01,10,AGIL,easy
1/25/2023 2:10,10,facil,OK
1/25/2023 2:31,10,Lo simple y seguro,The simple and safe
1/25/2023 2:31,9,OK,agile
1/25/2023 2:37,9,agil,"It is the first time that I travel in viva aerobus, until now they have made the reservation simple."
1/25/2023 2:42,9,"es primera vez que viajo en viva aerobus, hasta ahora han hecho la reservación sencilla.",very good
1/25/2023 2:44,10,muy buenos,for easy
1/25/2023 2:48,10,por facil,for ease
1/25/2023 2:56,10,Por facilidad,EASE
1/25/2023 2:57,10,FACILIDAD,ease and simplicity
1/25/2023 3:00,9,facilidad y sencillez,Good service
1/25/2023 3:13,9,Buen Servicio,It is very practical and facilitates the approach.
1/25/2023 3:26,9,Es muy practico y facilita el abordaje.,It is very fast and practical
1/25/2023 3:30,10,Es muy rapido y practico,easy
1/25/2023 3:31,10,facil,WHY WAS IT SO QUICK?
1/25/2023 3:31,9,POR QUE FUE MUY RAPIDO,IT IS VERY PRACTICAL
1/25/2023 3:37,10,ES MUY PRACTICO,EFFECTIVENESS
1/25/2023 3:38,9,Buen servicio,Good service
1/25/2023 3:38,10,EFICACIA,Very easy to perform.
1/25/2023 3:47,10,Muy fácil de realizar.,VERY FRIENDLY
1/25/2023 3:48,10,MUY AMIGABLE,Ease
1/25/2023 3:49,9,Facilidad,It's quick and easy = )
1/25/2023 3:50,10,Es rápido y fácil = ),GOOD
1/25/2023 3:57,10,BIEN,It's fast and simple!
1/25/2023 4:00,10,Es rapido y simple!,ok
1/25/2023 4:04,10,ok,GREAT!!
1/25/2023 4:06,10,EXCELENTE!!,for easy
1/25/2023 4:14,10,Por facil,it is practical
1/25/2023 4:20,9,es practico,faster
1/25/2023 4:23,10,Fácil,Easy
1/25/2023 4:23,10,muy ágil,AGILE AND EFFICIENT
1/25/2023 4:46,10,AGIL Y EFICAZ,'ta good to be able to do it before
1/25/2023 5:02,9,'ta bueno poder hacerlo antes,excellence
1/25/2023 5:05,10,excelencia,It was very fast and easy.
1/25/2023 5:25,10,Fue muy rápido y sencillo.,AGILE
1/25/2023 5:29,10,AGIL,because they send many notifications
1/25/2023 6:21,10,porque mandan muchas notificaciones,AFFORDABLE
1/25/2023 6:27,10,BARATO,quick
1/26/2023 0:00,10,rapido,GOOD
1/26/2023 0:09,9,bien,very good
1/26/2023 0:37,10,muy buena,Very easy
1/26/2023 0:43,10,Muy facil,practical
1/26/2023 0:43,10,practico,quick
1/26/2023 0:49,9,rapido,Easy
1/26/2023 0:55,10,Fácil,EFFICIENCY
1/26/2023 0:57,10,EFICIENCIA,I AM CONFUSED WHEN STARTING
1/26/2023 0:59,9,ES CONFUSO AL INCIAR,easy
1/26/2023 11:24,9,fácil,your portal is very friendly
1/26/2023 12:13,10,muy amigable su portal,excellent process
1/26/2023 12:33,10,excelente proceso,FASTER
1/26/2023 13:04,10,MUY AGIL,speed
1/26/2023 13:26,9,rapidez,the instructions are clear
1/26/2023 13:29,9,son claras las instrucciones,all
1/26/2023 13:44,10,todo,efficiency
1/26/2023 14:54,10,eficiencia,QUALITY AND SERVICE
1/26/2023 15:10,10,CALIDAD Y SERVICIO,ALL ON TIME
1/26/2023 15:12,10,TODO A TIEMPO,effective svc
1/26/2023 15:19,10,svc eficaz,VERY EASY
1/26/2023 15:22,10,MUY  FACIL,EASY
1/26/2023 15:27,10,FACIL,SPEED
1/26/2023 15:34,10,RAPIDEZ,makes the trip easier
1/26/2023 15:50,9,facilita el viaje,shirts
1/26/2023 15:51,9,Camisas,High efficiency on the website
1/26/2023 16:07,10,Alta eficiencia en la pagina web,Quick
1/26/2023 16:08,10,Rapido,IT'S FAST
1/26/2023 16:09,9,ES RAPIDO,I have never had problems and the app is very friendly
1/26/2023 16:10,10,nunca he tenido problemas y es muy amigable la app,great
1/26/2023 16:11,10,excelente,everything is very fast
1/26/2023 16:16,10,Todo es muy rapido,For the ease of doing everything
1/26/2023 16:20,10,Por la facilidad para hacer todo,Very practical
